GeneID,Sample-SRR2073144,Sample-SRR2073145
AT1G79730,722,275
AT1G79740,288,109
AT1G79750,3723,1461
AT1G79760,44,24
AT1G79770,1,0
AT1G79780,43,13
AT1G79790,146,88
AT1G79800,9,0
AT1G79810,217,78
AT1G79820,523,394
AT1G79830,1344,301
AT1G79840,359,208
AT1G79850,1676,1559
AT1G79860,0,0
AT1G79870,958,447
AT1G79880,157,203
AT1G79890,163,30
AT1G79900,26,3
AT1G79910,0,0
AT1G79915,3,0
AT1G79920,5120,2124
AT1G79930,4339,1783
AT1G79940,1594,267
AT1G79950,384,87
AT1G79960,23,0
AT1G79970,935,571
AT1G79980,0,0
AT1G79990,2185,721
AT1G80000,669,151
AT1G80010,521,137
AT1G80020,2046,491
AT1G80030,449,62
AT1G80040,942,408
AT1G80050,219,302
AT1G80060,120,31
AT1G80070,7696,2328
AT1G80080,67,39
AT1G80090,0,0
AT1G80100,270,97
AT1G80110,84,41
AT1G80120,119,95
AT1G80130,7,2
AT1G80133,4,0
AT1G80140,0,0
AT1G80150,185,66
AT1G80160,0,0
AT1G80170,97,73
AT1G80180,64,38
AT1G80190,177,118
AT1G80200,167,43
AT1G80210,203,13
AT1G80220,0,0
AT1G80230,788,770
AT1G80240,4,0
AT1G80245,123,13
AT1G80250,0,0
AT1G80260,569,324
AT1G80270,2021,994
AT1G80280,3129,1511
AT1G80290,159,80
AT1G80300,1176,382
AT1G80310,70,12
AT1G80320,22,11
AT1G80325,29,6
AT1G80330,0,0
AT1G80340,2,0
AT1G80350,633,383
AT1G80360,652,264
AT1G80370,825,153
AT1G80380,284,180
AT1G80390,8,11
AT1G80400,153,92
AT1G80410,2606,540
AT1G80420,160,39
AT1G80430,0,0
AT1G80440,40,28
AT1G80450,526,333
AT1G80460,795,297
AT1G80470,1,0
AT1G80480,769,344
AT1G80490,1597,567
AT1G80500,920,680
AT1G80510,308,187
AT1G80520,58,82
AT1G80530,1318,1052
AT1G80540,10,0
AT1G80550,341,98
AT1G80555,5,16
AT1G80560,1153,545
AT1G80570,23,1
AT1G80580,68,13
AT1G80590,2,0
AT1G80600,1658,1264
AT1G80610,182,30
AT1G80620,952,381
AT1G80630,127,19
AT1G80640,646,257
AT1G80650,130,95
AT1G80660,25,0
AT1G80670,697,319
AT1G80680,1540,574
AT1G80690,496,289
AT1G80700,148,22
AT1G80710,267,65
AT1G80720,280,188
AT1G80730,54,0
AT1G80740,5,0
AT1G80745,9,66
AT1G80750,1753,515
AT1G80760,268,116
AT1G80770,335,87
AT1G80780,830,356
AT1G80790,1141,317
AT1G80800,11,0
AT1G80810,253,67
AT1G80820,11,31
AT1G80830,756,714
AT1G80831,0,0
AT1G80840,14,7
AT1G80850,164,67
AT1G80860,632,632
AT1G80865,10,19
AT1G80870,718,202
AT1G80880,109,9
AT1G80890,137,173
AT1G80900,83,2
AT1G80910,339,55
AT1G80920,753,217
AT1G80930,2479,635
AT1G80940,75,56
AT1G80950,673,284
AT1G80960,26,0
AT1G80970,34,19
AT1G80980,148,20
AT1G80990,0,0
AT1G81001,61,31
AT1G81020,3,2
AT2G01008,46,146
AT2G01010,45753,80873
AT2G01020,1349,6151
AT2G01021,2351,6488
AT2G01022,0,0
AT2G01023,5,0
AT2G01024,0,0
AT2G01026,0,0
AT2G01028,0,0
AT2G01029,0,0
AT2G01031,0,0
AT2G01034,0,0
AT2G01037,0,1
AT2G01040,0,0
AT2G01050,0,0
AT2G01060,815,428
AT2G01070,321,190
AT2G01080,241,170
AT2G01090,216,222
AT2G01100,482,214
AT2G01110,357,176
AT2G01120,285,408
AT2G01130,655,161
AT2G01140,4728,2552
AT2G01150,333,289
AT2G01160,0,0
AT2G01170,232,123
AT2G01175,0,0
AT2G01180,29,2
AT2G01190,376,91
AT2G01200,13,11
AT2G01210,1340,703
AT2G01220,376,186
AT2G01240,0,0
AT2G01250,18645,16396
AT2G01260,96,54
AT2G01270,358,114
AT2G01275,1,1
AT2G01280,191,170
AT2G01290,647,338
AT2G01300,2,0
AT2G01310,0,0
AT2G01320,580,270
AT2G01330,72,0
AT2G01340,13,2
AT2G01350,433,233
AT2G01360,5,0
AT2G01370,0,0
AT2G01372,0,0
AT2G01390,149,32
AT2G01400,215,103
AT2G01410,416,142
AT2G01420,81,97
AT2G01422,18,23
AT2G01430,16,8
AT2G01440,622,172
AT2G01450,923,520
AT2G01460,174,80
AT2G01470,470,244
AT2G01480,242,93
AT2G01490,642,602
AT2G01500,0,0
AT2G01505,20,0
AT2G01510,94,15
AT2G01520,4,2
AT2G01530,0,0
AT2G01540,124,358
AT2G01550,0,0
AT2G01554,0,0
AT2G01560,0,0
AT2G01570,3501,2270
AT2G01580,5,0
AT2G01590,52,8
AT2G01600,967,220
AT2G01610,916,766
AT2G01620,62,43
AT2G01630,1486,554
AT2G01640,271,39
AT2G01650,350,244
AT2G01660,178,40
AT2G01667,0,0
AT2G01670,139,17
AT2G01680,489,215
AT2G01690,832,260
AT2G01700,0,0
AT2G01710,797,510
AT2G01720,2384,967
AT2G01730,78,0
AT2G01735,104,3
AT2G01740,164,20
AT2G01750,569,37
AT2G01755,90,107
AT2G01760,223,375
AT2G01770,0,0
AT2G01780,0,0
AT2G01790,0,0
AT2G01800,0,0
AT2G01810,0,0
AT2G01818,157,20
AT2G01820,3356,1228
AT2G01830,2763,573
AT2G01840,0,0
AT2G01850,286,180
AT2G01860,175,62
AT2G01870,79,28
AT2G01880,0,0
AT2G01890,25,11
AT2G01900,3,0
AT2G01905,14,0
AT2G01910,834,142
AT2G01913,282,307
AT2G01918,0,0
AT2G01920,0,0
AT2G01930,282,216
AT2G01940,209,6
AT2G01950,378,20
AT2G01960,9,0
AT2G01970,2565,974
AT2G01973,0,0
AT2G01980,182,34
AT2G01990,161,36
AT2G02000,40,12
AT2G02010,915,267
AT2G02020,60,15
AT2G02023,0,0
AT2G02026,0,0
AT2G02030,0,0
AT2G02040,762,340
AT2G02050,2643,1927
AT2G02060,145,115
AT2G02061,15,0
AT2G02070,1102,132
AT2G02080,118,40
AT2G02090,825,659
AT2G02100,8779,14262
AT2G02103,0,0
AT2G02110,0,0
AT2G02120,8,1
AT2G02130,2161,4192
AT2G02135,0,0
AT2G02140,0,0
AT2G02147,1,0
AT2G02148,158,69
AT2G02150,124,84
AT2G02160,1346,383
AT2G02170,697,139
AT2G02180,326,271
AT2G02190,0,0
AT2G02200,0,0
AT2G02205,0,0
AT2G02210,0,0
AT2G02220,310,72
AT2G02230,233,76
AT2G02240,1,0
AT2G02250,0,0
AT2G02260,0,0
AT2G02270,0,0
AT2G02280,0,0
AT2G02290,0,0
AT2G02300,0,0
AT2G02310,0,0
AT2G02320,0,0
AT2G02330,0,0
AT2G02340,0,0
AT2G02350,35,5
AT2G02360,100,49
AT2G02370,185,157
AT2G02380,0,0
AT2G02390,144,80
AT2G02400,267,177
AT2G02410,52,0
AT2G02430,9,0
AT2G02440,0,0
AT2G02450,92,2
AT2G02470,883,269
AT2G02480,770,276
AT2G02490,0,0
AT2G02498,1,1
AT2G02500,389,180
AT2G02510,1211,1730
AT2G02515,0,0
AT2G02520,0,0
AT2G02540,207,64
AT2G02550,0,0
AT2G02560,2460,512
AT2G02570,1034,359
AT2G02580,1,0
AT2G02590,144,175
AT2G02600,0,0
AT2G02610,0,0
AT2G02620,0,0
AT2G02630,0,0
AT2G02640,0,0
AT2G02650,0,0
AT2G02660,0,0
AT2G02670,0,0
AT2G02680,0,0
AT2G02690,0,0
AT2G02700,0,0
AT2G02710,132,50
AT2G02720,12,0
AT2G02730,109,119
AT2G02740,321,268
AT2G02741,0,0
AT2G02750,165,70
AT2G02760,2296,2422
AT2G02770,75,8
AT2G02780,54,8
AT2G02790,812,161
AT2G02795,0,0
AT2G02800,504,282
AT2G02810,287,132
AT2G02820,76,16
AT2G02830,0,0
AT2G02835,0,0
AT2G02840,0,0
AT2G02850,81,37
AT2G02860,185,174
AT2G02870,553,109
AT2G02880,250,185
AT2G02890,0,0
AT2G02900,0,0
AT2G02910,111,26
AT2G02930,21,0
AT2G02950,84,103
AT2G02955,198,41
AT2G02960,190,111
AT2G02970,714,381
AT2G02980,56,9
AT2G02990,0,0
AT2G03000,0,0
AT2G03010,45,34
AT2G03020,22,6
AT2G03030,0,0
AT2G03040,0,9
AT2G03050,126,227
AT2G03060,56,0
AT2G03070,565,205
AT2G03080,0,0
AT2G03090,2706,2063
AT2G03100,0,0
AT2G03110,11,0
AT2G03120,2123,1582
AT2G03130,0,0
AT2G03140,300,15
AT2G03150,1086,239
AT2G03160,0,0
AT2G03170,0,0
AT2G03180,0,0
AT2G03190,0,0
AT2G03200,41,57
AT2G03210,2,0
AT2G03220,489,301
AT2G03230,0,0
AT2G03240,1579,585
AT2G03250,0,0
AT2G03260,54,0
AT2G03270,258,77
AT2G03280,189,173
AT2G03290,0,7
AT2G03291,0,0
AT2G03300,0,0
AT2G03310,7,4
AT2G03320,0,0
AT2G03330,116,173
AT2G03340,413,209
AT2G03350,408,212
AT2G03360,0,0
AT2G03370,0,0
AT2G03380,102,19
AT2G03390,402,223
AT2G03410,217,43
AT2G03420,244,25
AT2G03430,275,254
AT2G03440,810,472
AT2G03445,0,0
AT2G03450,179,109
AT2G03460,3,10
AT2G03470,911,284
AT2G03480,558,326
AT2G03490,0,0
AT2G03500,94,48
AT2G03505,60,19
AT2G03510,1226,348
AT2G03520,1,0
AT2G03530,2,1
AT2G03540,0,0
AT2G03550,309,229
AT2G03560,0,0
AT2G03565,0,0
AT2G03570,0,0
AT2G03580,0,0
AT2G03590,51,30
AT2G03600,3,0
AT2G03610,0,0
AT2G03620,295,88
AT2G03630,0,0
AT2G03640,1088,694
AT2G03650,0,0
AT2G03660,0,0
AT2G03667,240,177
AT2G03670,247,60
AT2G03680,2773,1998
AT2G03690,744,752
AT2G03700,0,0
AT2G03710,31,7
AT2G03720,0,0
AT2G03730,192,13
AT2G03740,2,0
AT2G03750,220,87
AT2G03760,77,12
AT2G03770,1,0
AT2G03780,734,517
AT2G03790,0,0
AT2G03800,182,47
AT2G03810,217,65
AT2G03820,2150,1740
AT2G03821,0,0
AT2G03822,0,0
AT2G03830,1,0
AT2G03840,0,0
AT2G03850,0,0
AT2G03860,0,0
AT2G03870,1609,2040
AT2G03880,74,3
AT2G03890,1203,530
AT2G03900,0,0
AT2G03910,0,0
AT2G03913,0,0
AT2G03915,0,0
AT2G03920,0,0
AT2G03930,0,0
AT2G03931,0,0
AT2G03932,0,0
AT2G03933,0,0
AT2G03934,0,0
AT2G03935,0,0
AT2G03936,0,0
AT2G03937,0,0
AT2G03938,0,0
AT2G03940,0,0
AT2G03950,1,0
AT2G03955,9,0
AT2G03958,0,0
AT2G03960,0,0
AT2G03970,0,0
AT2G03972,0,0
AT2G03980,560,372
AT2G03990,0,0
AT2G04000,0,0
AT2G04010,0,0
AT2G04020,0,0
AT2G04025,0,0
AT2G04030,4187,1200
AT2G04031,0,0
AT2G04032,0,0
AT2G04033,0,0
AT2G04034,0,0
AT2G04035,0,0
AT2G04036,0,0
AT2G04037,0,0
AT2G04038,0,0
AT2G04039,14,4
AT2G04040,3,0
AT2G04041,0,0
AT2G04042,0,0
AT2G04043,0,0
AT2G04045,0,0
AT2G04046,0,0
AT2G04047,0,0
AT2G04050,0,0
AT2G04060,0,0
AT2G04063,0,0
AT2G04066,0,0
AT2G04070,0,0
AT2G04080,2,9
AT2G04090,0,0
AT2G04100,19,10
AT2G04110,45,25
AT2G04115,1,0
AT2G04120,16,6
AT2G04130,0,0
AT2G04135,0,0
AT2G04140,0,0
AT2G04150,0,0
AT2G04160,10,2
AT2G04170,3,0
AT2G04180,0,0
AT2G04190,0,0
AT2G04200,3,0
AT2G04210,0,0
AT2G04220,0,0
AT2G04230,80,7
AT2G04235,382,105
AT2G04240,171,47
AT2G04250,0,0
AT2G04260,0,0
AT2G04270,722,324
AT2G04280,3584,1871
AT2G04290,0,0
AT2G04300,0,0
AT2G04305,41,69
AT2G04310,0,0
AT2G04320,0,0
AT2G04330,0,0
AT2G04340,260,291
AT2G04350,674,259
AT2G04360,410,269
AT2G04370,0,0
AT2G04378,1373,610
AT2G04380,900,345
AT2G04390,6059,4680
AT2G04395,7,0
AT2G04400,730,581
AT2G04410,843,1095
AT2G04420,0,0
AT2G04425,0,0
AT2G04430,10,13
AT2G04440,0,0
AT2G04450,138,93
AT2G04460,0,1
AT2G04470,0,0
AT2G04480,0,0
AT2G04490,0,0
AT2G04495,4,0
AT2G04500,27,8
AT2G04510,0,0
AT2G04515,15,0
AT2G04520,2607,3327
AT2G04530,264,67
AT2G04540,140,90
AT2G04550,383,205
AT2G04560,25,64
AT2G04570,46,20
AT2G04580,0,0
AT2G04590,0,0
AT2G04600,0,0
AT2G04610,0,0
AT2G04620,308,114
AT2G04622,0,0
AT2G04625,0,0
AT2G04630,956,904
AT2G04650,153,63
AT2G04660,443,63
AT2G04670,0,0
AT2G04675,0,0
AT2G04680,0,0
AT2G04690,258,145
AT2G04700,539,470
AT2G04710,0,0
AT2G04720,0,0
AT2G04730,0,0
AT2G04740,211,252
AT2G04750,0,0
AT2G04760,0,0
AT2G04770,0,0
AT2G04780,1544,1049
AT2G04790,6,0
AT2G04795,8,18
AT2G04800,0,0
AT2G04810,0,0
AT2G04820,0,0
AT2G04830,0,0
AT2G04840,1,0
AT2G04842,363,180
AT2G04845,286,290
AT2G04850,163,77
AT2G04852,47,40
AT2G04860,85,49
AT2G04865,864,229
AT2G04870,0,0
AT2G04880,745,218
AT2G04890,236,228
AT2G04900,579,747
AT2G04910,0,0
AT2G04920,0,0
AT2G04925,0,0
AT2G04930,0,0
AT2G04940,725,326
AT2G04950,0,0
AT2G04970,0,0
AT2G04980,0,0
AT2G04990,0,0
AT2G05000,0,0
AT2G05010,0,0
AT2G05020,0,0
AT2G05025,0,0
AT2G05030,0,0
AT2G05040,0,0
AT2G05050,18,9
AT2G05060,0,0
AT2G05070,1745,996
AT2G05080,0,0
AT2G05082,0,0
AT2G05084,0,0
AT2G05087,0,0
AT2G05090,0,0
AT2G05100,1399,823
AT2G05110,0,0
AT2G05115,0,0
AT2G05117,0,0
AT2G05120,1060,279
AT2G05130,0,0
AT2G05133,3,0
AT2G05140,18,7
AT2G05150,0,0
AT2G05160,30,0
AT2G05170,849,335
AT2G05171,0,0
AT2G05180,2,0
AT2G05185,31,21
AT2G05190,0,0
AT2G05200,0,0
AT2G05210,175,60
AT2G05220,8310,6866
AT2G05230,778,295
AT2G05240,0,0
AT2G05250,814,319
AT2G05260,180,68
AT2G05270,0,0
AT2G05280,11,13
AT2G05290,6,0
AT2G05294,0,0
AT2G05300,47,27
AT2G05310,217,283
AT2G05320,337,206
AT2G05330,0,0
AT2G05335,0,6
AT2G05340,0,0
AT2G05350,0,41
AT2G05360,0,0
AT2G05370,0,0
AT2G05380,263,570
AT2G05390,0,0
AT2G05400,0,0
AT2G05410,0,0
AT2G05420,0,0
AT2G05430,0,0
AT2G05435,0,0
AT2G05440,1,0
AT2G05441,0,0
AT2G05450,0,0
AT2G05460,0,0
AT2G05470,0,0
AT2G05475,0,0
AT2G05480,0,0
AT2G05490,0,0
AT2G05500,0,0
AT2G05510,0,0
AT2G05518,10,0
AT2G05520,3865,3901
AT2G05530,18,37
AT2G05540,9,13
AT2G05550,0,0
AT2G05560,0,0
AT2G05562,0,0
AT2G05564,0,0
AT2G05567,0,0
AT2G05570,0,0
AT2G05580,0,8
AT2G05590,169,279
AT2G05600,0,0
AT2G05610,0,0
AT2G05620,282,106
AT2G05630,354,464
AT2G05632,86,85
AT2G05635,0,0
AT2G05640,0,0
AT2G05642,3,0
AT2G05645,0,0
AT2G05647,0,0
AT2G05660,0,0
AT2G05670,0,0
AT2G05680,0,0
AT2G05690,0,0
AT2G05700,0,0
AT2G05710,4888,1638
AT2G05715,32,13
AT2G05720,0,0
AT2G05730,0,0
AT2G05740,0,0
AT2G05750,0,0
AT2G05752,0,0
AT2G05753,34,0
AT2G05755,191,30
AT2G05760,422,154
AT2G05765,30,4
AT2G05770,0,0
AT2G05780,0,0
AT2G05786,0,0
AT2G05790,5962,3721
AT2G05800,0,0
AT2G05801,0,0
AT2G05803,0,0
AT2G05810,379,92
AT2G05812,322,53
AT2G05820,0,0
AT2G05830,771,274
AT2G05840,1714,1217
AT2G05845,0,0
AT2G05850,0,0
AT2G05860,0,0
AT2G05870,0,0
AT2G05880,0,0
AT2G05890,0,0
AT2G05900,0,0
AT2G05910,18,0
AT2G05914,0,0
AT2G05915,0,0
AT2G05920,9069,5054
AT2G05930,0,0
AT2G05935,0,0
AT2G05940,257,2
AT2G05950,0,0
AT2G05960,0,0
AT2G05970,0,0
AT2G05980,0,0
AT2G05985,0,0
AT2G05990,3115,1814
AT2G05995,0,0
AT2G06000,386,157
AT2G06002,1,42
AT2G06005,59,58
AT2G06010,260,161
AT2G06020,0,0
AT2G06025,158,35
AT2G06040,387,163
AT2G06045,0,1
AT2G06050,1178,692
AT2G06060,0,0
AT2G06070,0,0
AT2G06080,0,0
AT2G06090,0,0
AT2G06095,0,0
AT2G06100,0,0
AT2G06110,0,0
AT2G06120,0,0
AT2G06125,0,0
AT2G06130,0,0
AT2G06140,0,0
AT2G06150,0,0
AT2G06160,0,0
AT2G06165,0,0
AT2G06166,0,0
AT2G06170,0,0
AT2G06180,0,0
AT2G06190,0,0
AT2G06200,158,142
AT2G06210,1048,114
AT2G06220,0,0
AT2G06230,0,0
AT2G06235,0,0
AT2G06240,0,0
AT2G06245,0,0
AT2G06250,0,0
AT2G06255,72,120
AT2G06260,0,0
AT2G06270,0,0
AT2G06280,0,0
AT2G06285,0,0
AT2G06290,0,0
AT2G06296,0,0
AT2G06303,0,0
AT2G06310,0,0
AT2G06330,0,0
AT2G06335,0,0
AT2G06340,0,0
AT2G06350,0,0
AT2G06370,0,0
AT2G06380,0,0
AT2G06390,0,0
AT2G06400,0,0
AT2G06410,0,0
AT2G06420,0,0
AT2G06430,0,0
AT2G06440,0,0
AT2G06450,0,0
AT2G06460,0,0
AT2G06470,1,0
AT2G06480,0,0
AT2G06490,0,0
AT2G06500,0,0
AT2G06510,959,183
AT2G06520,3938,3591
AT2G06530,500,186
AT2G06540,0,0
AT2G06541,0,0
AT2G06550,0,0
AT2G06555,0,0
AT2G06560,0,0
AT2G06562,0,0
AT2G06570,0,0
AT2G06580,0,0
AT2G06590,0,0
AT2G06600,0,0
AT2G06610,0,0
AT2G06620,0,0
AT2G06630,0,0
AT2G06640,0,0
AT2G06645,0,0
AT2G06650,0,0
AT2G06660,0,0
AT2G06667,0,0
AT2G06670,0,0
AT2G06680,0,0
AT2G06690,0,0
AT2G06700,0,0
AT2G06710,0,0
AT2G06715,0,0
AT2G06720,0,0
AT2G06740,0,0
AT2G06750,0,0
AT2G06760,0,0
AT2G06770,0,0
AT2G06775,0,0
AT2G06780,0,0
AT2G06790,0,0
AT2G06800,0,0
AT2G06810,0,0
AT2G06820,0,0
AT2G06822,0,5
AT2G06830,0,0
AT2G06840,0,0
AT2G06845,0,0
AT2G06850,3876,3444
AT2G06860,0,0
AT2G06870,0,0
AT2G06875,0,0
AT2G06880,0,0
AT2G06885,0,0
AT2G06890,0,0
AT2G06900,0,0
AT2G06902,0,0
AT2G06904,0,0
AT2G06906,0,0
AT2G06908,0,0
AT2G06910,0,0
AT2G06912,0,0
AT2G06914,0,0
AT2G06917,0,0
AT2G06920,0,0
AT2G06922,0,0
AT2G06925,1152,902
AT2G06930,0,0
AT2G06940,0,0
AT2G06950,582,468
AT2G06960,0,0
AT2G06965,0,0
AT2G06967,0,0
AT2G06973,0,0
AT2G06980,0,0
AT2G06983,1,0
AT2G06985,0,0
AT2G06990,1500,572
AT2G07000,0,0
AT2G07010,0,0
AT2G07020,0,0
AT2G07030,0,0
AT2G07040,2,0
AT2G07042,1,0
AT2G07050,1734,644
AT2G07070,0,0
AT2G07080,1,8
AT2G07090,0,0
AT2G07100,0,0
AT2G07110,0,0
AT2G07120,0,0
AT2G07130,0,0
AT2G07140,4,0
AT2G07150,0,0
AT2G07155,0,0
AT2G07160,0,0
AT2G07170,1749,555
AT2G07180,837,218
AT2G07185,0,0
AT2G07190,0,0
AT2G07200,0,0
AT2G07210,0,0
AT2G07212,0,0
AT2G07213,0,0
AT2G07215,0,0
AT2G07220,0,0
AT2G07230,0,0
AT2G07240,0,0
AT2G07250,0,0
AT2G07260,0,0
AT2G07270,0,0
AT2G07280,0,0
AT2G07290,0,0
AT2G07300,0,0
AT2G07310,0,0
AT2G07320,0,0
AT2G07330,0,0
AT2G07340,748,795
AT2G07360,1926,526
AT2G07362,0,0
AT2G07363,0,0
AT2G07365,0,0
AT2G07380,0,0
AT2G07390,0,0
AT2G07395,0,0
AT2G07400,0,0
AT2G07410,0,0
AT2G07420,2,8
AT2G07430,0,0
AT2G07440,1,0
AT2G07450,0,0
AT2G07455,0,0
AT2G07460,0,0
AT2G07470,0,0
AT2G07480,0,0
AT2G07483,0,0
AT2G07486,0,0
AT2G07490,0,0
AT2G07500,0,0
AT2G07505,0,0
AT2G07510,0,0
AT2G07520,0,0
AT2G07521,0,0
AT2G07530,0,0
AT2G07540,18,0
AT2G07550,0,0
AT2G07560,17,0
AT2G07570,0,0
AT2G07580,0,0
AT2G07590,0,0
AT2G07599,6,12
AT2G07600,0,0
AT2G07620,0,0
AT2G07630,0,0
AT2G07635,0,0
AT2G07640,30,18
AT2G07650,0,0
AT2G07660,0,0
AT2G07663,14,20
AT2G07664,1,0
AT2G07666,1,0
AT2G07667,1,0
AT2G07669,0,0
AT2G07670,0,0
AT2G07671,37,43
AT2G07672,0,12
AT2G07673,0,0
AT2G07674,6,13
AT2G07675,1,11
AT2G07676,1,0
AT2G07677,22,0
AT2G07678,2,0
AT2G07680,108,14
AT2G07681,7,0
AT2G07682,1,1
AT2G07683,0,8
AT2G07684,5,0
AT2G07685,0,2
AT2G07686,1,0
AT2G07687,20,71
AT2G07688,7,8
AT2G07689,1,1
AT2G07690,1777,430
AT2G07691,2,0
AT2G07692,5,26
AT2G07693,5,0
AT2G07694,0,11
AT2G07695,5,0
AT2G07696,1,0
AT2G07697,5,0
AT2G07698,50,50
AT2G07699,10,12
AT2G07700,0,0
AT2G07701,1,0
AT2G07702,0,0
AT2G07703,0,0
AT2G07704,0,0
AT2G07705,3,0
AT2G07706,11,135
AT2G07707,4,5
AT2G07708,22,24
AT2G07709,469,612
AT2G07710,0,0
AT2G07711,93,537
AT2G07712,7,11
AT2G07713,0,0
AT2G07714,0,0
AT2G07715,302,354
AT2G07716,1,1
AT2G07717,142,201
AT2G07718,0,0
AT2G07719,15,98
AT2G07720,0,0
AT2G07721,0,0
AT2G07722,0,4
AT2G07723,78,101
AT2G07724,1,0
AT2G07725,19,1
AT2G07726,4,0
AT2G07727,10,17
AT2G07728,11,0
AT2G07729,0,0
AT2G07730,0,0
AT2G07731,2,0
AT2G07732,17,17
AT2G07733,12,7
AT2G07734,17,14
AT2G07735,3,14
AT2G07736,8,0
AT2G07737,4,0
AT2G07738,0,0
AT2G07739,8,9
AT2G07740,0,0
AT2G07741,12,20
AT2G07742,0,0
AT2G07743,0,0
AT2G07744,0,0
AT2G07745,0,0
AT2G07746,2,0
AT2G07747,0,7
AT2G07748,5,0
AT2G07749,8,0
AT2G07750,79,74
AT2G07751,7,3
AT2G07752,0,0
AT2G07753,0,0
AT2G07754,0,0
AT2G07755,0,0
AT2G07756,1,0
AT2G07757,0,0
AT2G07758,0,0
AT2G07759,0,0
AT2G07760,0,0
AT2G07761,0,0
AT2G07762,1,0
AT2G07763,0,0
AT2G07764,7,0
AT2G07765,0,3
AT2G07766,0,0
AT2G07767,0,0
AT2G07768,9,1
AT2G07769,0,0
AT2G07770,0,0
AT2G07771,0,0
AT2G07772,3,1
AT2G07773,3,5
AT2G07774,9,5
AT2G07775,9,0
AT2G07776,14,18
AT2G07777,7,45
AT2G07778,0,0
AT2G07779,5,12
AT2G07780,0,0
AT2G07783,6,0
AT2G07784,1,0
AT2G07785,3,1
AT2G07786,2,0
AT2G07787,11,1
AT2G07788,0,0
AT2G07789,0,0
AT2G07790,0,0
AT2G07791,0,0
AT2G07792,0,0
AT2G07793,0,0
AT2G07794,0,0
AT2G07795,7,0
AT2G07798,13,0
AT2G07799,0,0
AT2G07806,0,2
AT2G07807,0,0
AT2G07808,3,12
AT2G07809,0,0
AT2G07811,25,86
AT2G07812,0,0
AT2G07813,2,0
AT2G07815,5,58
AT2G07820,0,5
AT2G07825,0,0
AT2G07826,0,1
AT2G07827,3,0
AT2G07830,0,0
AT2G07835,1,0
AT2G07880,0,0
AT2G07981,1,6
AT2G08986,0,60
AT2G09187,0,0
AT2G09388,0,0
AT2G09589,0,0
AT2G09790,0,0
AT2G09795,392,538
AT2G09800,193,176
AT2G09810,0,0
AT2G09820,0,0
AT2G09830,0,0
AT2G09838,0,0
AT2G09840,0,0
AT2G09850,0,0
AT2G09860,0,0
AT2G09862,0,0
AT2G09865,0,0
AT2G09870,0,0
AT2G09880,0,0
AT2G09890,0,0
AT2G09900,0,0
AT2G09910,4,1
AT2G09920,0,0
AT2G09930,0,0
AT2G09950,0,0
AT2G09953,0,0
AT2G09956,0,0
AT2G09960,0,0
AT2G09970,9,3
AT2G09990,5345,7883
AT2G09992,0,0
AT2G09994,0,0
AT2G10000,0,0
AT2G10010,0,0
AT2G10014,0,0
AT2G10020,0,0
AT2G10030,0,0
AT2G10040,0,0
AT2G10050,0,0
AT2G10070,0,0
AT2G10080,0,0
AT2G10090,0,0
AT2G10100,0,0
AT2G10105,0,0
AT2G10110,0,0
AT2G10120,0,0
AT2G10130,0,0
AT2G10140,0,0
AT2G10150,0,0
AT2G10160,0,0
AT2G10165,0,0
AT2G10170,0,0
AT2G10175,0,0
AT2G10180,0,0
AT2G10190,0,0
AT2G10200,0,0
AT2G10205,0,0
AT2G10210,0,0
AT2G10220,0,0
AT2G10223,0,0
AT2G10226,0,0
AT2G10230,1,0
AT2G10232,0,0
AT2G10234,0,0
AT2G10237,0,0
AT2G10240,0,0
AT2G10250,0,0
AT2G10253,0,0
AT2G10256,0,0
AT2G10260,0,0
AT2G10265,0,0
AT2G10270,0,0
AT2G10280,0,3
AT2G10285,0,0
AT2G10290,0,0
AT2G10300,0,0
AT2G10310,0,0
AT2G10320,0,0
AT2G10330,0,0
AT2G10340,0,0
AT2G10350,0,0
AT2G10360,0,0
AT2G10370,0,0
AT2G10380,0,0
AT2G10390,0,0
AT2G10400,0,0
AT2G10405,33,9
AT2G10410,2279,1780
AT2G10420,0,0
AT2G10430,0,0
AT2G10440,0,0
AT2G10450,19,34
AT2G10460,0,0
AT2G10465,0,0
AT2G10470,0,0
AT2G10480,0,0
AT2G10490,0,0
AT2G10500,0,0
AT2G10510,0,0
AT2G10520,0,0
AT2G10530,0,0
AT2G10535,0,0
AT2G10537,0,0
AT2G10540,0,0
AT2G10550,5,1
AT2G10555,0,0
AT2G10557,0,0
AT2G10560,9,48
AT2G10570,0,0
AT2G10589,7,0
AT2G10590,0,0
AT2G10600,4,0
AT2G10602,0,0
AT2G10605,0,0
AT2G10606,0,0
AT2G10608,0,0
AT2G10610,0,0
AT2G10611,0,0
AT2G10614,0,0
AT2G10617,0,0
AT2G10620,0,0
AT2G10630,0,0
AT2G10640,0,0
AT2G10650,0,0
AT2G10660,0,0
AT2G10670,0,0
AT2G10680,0,0
AT2G10690,0,0
AT2G10710,0,0
AT2G10720,0,0
AT2G10730,0,0
AT2G10735,0,7
AT2G10740,0,0
AT2G10760,0,0
AT2G10770,0,0
AT2G10780,0,0
AT2G10790,0,0
AT2G10800,0,0
AT2G10802,0,0
AT2G10810,0,0
AT2G10820,0,0
AT2G10830,0,0
AT2G10833,0,0
