GeneID,Sample-SRR2073144,Sample-SRR2073145
AT5G19320,1163,341
AT5G19330,1337,538
AT5G19340,59,27
AT5G19350,1467,508
AT5G19360,0,0
AT5G19370,665,491
AT5G19380,289,93
AT5G19390,991,284
AT5G19400,2051,301
AT5G19410,3,16
AT5G19420,402,117
AT5G19430,170,107
AT5G19440,3723,2076
AT5G19450,1187,170
AT5G19460,176,214
AT5G19470,0,6
AT5G19473,0,0
AT5G19480,176,42
AT5G19485,644,215
AT5G19490,32,0
AT5G19500,2260,2597
AT5G19510,10573,10792
AT5G19520,204,145
AT5G19530,639,355
AT5G19540,347,255
AT5G19550,1433,484
AT5G19560,0,0
AT5G19570,406,327
AT5G19580,11,2
AT5G19590,1798,1390
AT5G19600,91,3
AT5G19610,0,0
AT5G19620,660,216
AT5G19630,159,178
AT5G19640,1,0
AT5G19650,38,52
AT5G19660,372,176
AT5G19670,260,44
AT5G19680,705,361
AT5G19690,3842,2011
AT5G19700,0,0
AT5G19710,0,0
AT5G19720,0,0
AT5G19729,4,0
AT5G19730,330,148
AT5G19740,49,37
AT5G19750,1168,609
AT5G19760,3414,2347
AT5G19770,9403,4529
AT5G19780,12095,6404
AT5G19790,105,158
AT5G19800,0,0
AT5G19810,4,0
AT5G19820,1725,639
AT5G19830,40,0
AT5G19840,111,63
AT5G19850,39,12
AT5G19855,128,129
AT5G19860,441,418
AT5G19870,6,60
AT5G19875,35,9
AT5G19880,0,0
AT5G19890,0,0
AT5G19900,1116,374
AT5G19910,325,91
AT5G19920,501,120
AT5G19930,221,292
AT5G19940,994,435
AT5G19950,228,38
AT5G19960,217,66
AT5G19970,44,68
AT5G19980,483,310
AT5G19990,2609,1915
AT5G20000,898,390
AT5G20010,6658,5457
AT5G20020,7135,5768
AT5G20030,75,28
AT5G20040,322,58
AT5G20045,0,0
AT5G20050,117,45
AT5G20060,1324,671
AT5G20070,617,398
AT5G20080,2122,922
AT5G20090,1106,1208
AT5G20100,0,0
AT5G20110,2,1
AT5G20120,227,252
AT5G20130,536,629
AT5G20140,179,149
AT5G20150,32,10
AT5G20160,4474,6376
AT5G20165,613,701
AT5G20170,451,276
AT5G20180,541,654
AT5G20181,0,0
AT5G20190,1054,791
AT5G20200,751,237
AT5G20220,62,1
AT5G20225,5,1
AT5G20230,18,3
AT5G20240,6,0
AT5G20250,354,24
AT5G20260,104,8
AT5G20270,215,165
AT5G20280,260,66
AT5G20290,27759,26262
AT5G20300,524,167
AT5G20310,0,0
AT5G20320,600,118
AT5G20330,0,0
AT5G20340,0,0
AT5G20350,955,275
AT5G20360,238,99
AT5G20370,0,0
AT5G20380,141,61
AT5G20390,0,0
AT5G20400,32,26
AT5G20410,75,132
AT5G20420,235,27
AT5G20430,2,1
AT5G20440,0,0
AT5G20447,0,0
AT5G20450,107,24
AT5G20460,0,0
AT5G20470,12,3
AT5G20480,6,0
AT5G20490,633,195
AT5G20500,1754,1601
AT5G20510,340,328
AT5G20520,725,720
AT5G20540,353,50
AT5G20550,27,12
AT5G20560,0,0
AT5G20570,1732,1562
AT5G20580,206,88
AT5G20590,653,299
AT5G20600,1121,356
AT5G20610,709,191
AT5G20620,3354,1606
AT5G20630,90,182
AT5G20635,118,146
AT5G20640,6,52
AT5G20650,1077,685
AT5G20660,1571,452
AT5G20670,0,0
AT5G20680,291,268
AT5G20690,0,0
AT5G20700,1100,801
AT5G20710,33,0
AT5G20720,5114,5294
AT5G20730,818,312
AT5G20736,0,0
AT5G20740,310,509
AT5G20750,0,0
AT5G20760,0,0
AT5G20770,0,0
AT5G20780,0,0
AT5G20790,1,0
AT5G20800,0,0
AT5G20810,2,32
AT5G20820,165,133
AT5G20830,1794,730
AT5G20840,606,84
AT5G20850,252,162
AT5G20852,0,0
AT5G20854,0,0
AT5G20856,0,0
AT5G20858,0,0
AT5G20860,6,0
AT5G20870,4,42
AT5G20880,144,180
AT5G20885,511,510
AT5G20890,8022,3993
AT5G20900,1215,783
AT5G20910,119,120
AT5G20920,3470,1922
AT5G20930,346,23
AT5G20935,24,78
AT5G20940,54,15
AT5G20950,5409,2386
AT5G20960,482,130
AT5G20970,146,167
AT5G20980,330,224
AT5G20990,457,101
AT5G21005,0,0
AT5G21010,536,188
AT5G21020,1747,2579
AT5G21030,0,0
AT5G21040,493,237
AT5G21050,4,0
AT5G21060,497,289
AT5G21070,619,335
AT5G21080,3,0
AT5G21090,5293,3237
AT5G21100,323,127
AT5G21105,1538,943
AT5G21110,0,0
AT5G21120,8,11
AT5G21125,0,0
AT5G21130,0,0
AT5G21140,220,11
AT5G21150,288,88
AT5G21160,2147,679
AT5G21170,414,134
AT5G21222,219,96
AT5G21274,2102,3545
AT5G21280,1,42
AT5G21326,535,107
AT5G21378,0,0
AT5G21430,32,11
AT5G21482,896,523
AT5G21535,0,0
AT5G21900,56,0
AT5G21910,141,24
AT5G21920,451,130
AT5G21930,180,54
AT5G21940,628,584
AT5G21950,106,125
AT5G21960,3,14
AT5G21970,385,263
AT5G21990,1102,319
AT5G22000,689,302
AT5G22010,1206,127
AT5G22020,548,281
AT5G22030,461,174
AT5G22040,279,76
AT5G22044,0,0
AT5G22050,385,187
AT5G22060,2233,856
AT5G22070,581,165
AT5G22080,657,314
AT5G22090,1660,618
AT5G22100,540,436
AT5G22110,207,103
AT5G22120,363,99
AT5G22130,274,67
AT5G22140,356,236
AT5G22150,0,0
AT5G22160,0,0
AT5G22170,0,0
AT5G22180,0,0
AT5G22190,0,0
AT5G22200,0,7
AT5G22210,232,189
AT5G22220,151,28
AT5G22240,19,16
AT5G22250,23,29
AT5G22260,1,0
AT5G22270,15,0
AT5G22280,669,331
AT5G22290,131,121
AT5G22300,3,1
AT5G22310,65,10
AT5G22315,0,0
AT5G22320,546,146
AT5G22330,1329,716
AT5G22340,160,73
AT5G22350,333,157
AT5G22355,0,0
AT5G22360,428,458
AT5G22370,497,284
AT5G22380,0,0
AT5G22390,22,0
AT5G22400,365,95
AT5G22410,0,0
AT5G22420,0,0
AT5G22430,9,3
AT5G22440,6125,5258
AT5G22450,1072,238
AT5G22460,302,174
AT5G22470,0,1
AT5G22480,963,559
AT5G22490,0,0
AT5G22500,893,271
AT5G22510,526,45
AT5G22520,0,0
AT5G22530,0,0
AT5G22540,0,1
AT5G22545,5,0
AT5G22550,9,0
AT5G22555,0,0
AT5G22560,0,0
AT5G22570,1,0
AT5G22580,2637,4283
AT5G22590,0,0
AT5G22600,0,0
AT5G22608,36,21
AT5G22610,0,0
AT5G22620,209,46
AT5G22630,281,153
AT5G22640,1710,633
AT5G22650,9290,3070
AT5G22660,0,0
AT5G22670,0,0
AT5G22680,0,0
AT5G22690,68,50
AT5G22700,58,44
AT5G22720,71,11
AT5G22730,361,261
AT5G22740,1922,1160
AT5G22750,365,99
AT5G22760,613,94
AT5G22770,1285,531
AT5G22780,1579,324
AT5G22788,38,109
AT5G22790,648,251
AT5G22791,0,0
AT5G22792,0,0
AT5G22794,7,9
AT5G22800,486,193
AT5G22810,7,5
AT5G22820,198,63
AT5G22830,413,214
AT5G22840,469,296
AT5G22850,241,147
AT5G22860,51,72
AT5G22870,22,0
AT5G22875,366,196
AT5G22880,16101,6663
AT5G22890,0,0
AT5G22900,0,0
AT5G22910,0,0
AT5G22920,833,446
AT5G22930,265,10
AT5G22940,350,78
AT5G22950,434,146
AT5G22960,0,0
AT5G22970,0,0
AT5G22980,0,0
AT5G22990,0,0
AT5G23000,94,17
AT5G23010,8156,2112
AT5G23020,0,3
AT5G23027,0,0
AT5G23030,0,0
AT5G23035,0,0
AT5G23040,1370,837
AT5G23050,366,360
AT5G23060,375,187
AT5G23065,0,0
AT5G23070,578,272
AT5G23080,628,87
AT5G23090,191,142
AT5G23100,485,156
AT5G23110,814,135
AT5G23120,633,262
AT5G23130,89,13
AT5G23140,1302,1723
AT5G23150,698,177
AT5G23155,4,0
AT5G23160,0,0
AT5G23170,18,7
AT5G23180,0,0
AT5G23190,1,0
AT5G23200,370,235
AT5G23210,120,27
AT5G23212,0,0
AT5G23220,0,0
AT5G23230,22,1
AT5G23235,24,4
AT5G23240,9,2
AT5G23250,1152,800
AT5G23260,0,1
AT5G23270,0,0
AT5G23280,739,492
AT5G23290,775,897
AT5G23300,1008,374
AT5G23310,522,445
AT5G23320,3,0
AT5G23330,153,30
AT5G23340,229,147
AT5G23350,113,46
AT5G23360,75,20
AT5G23370,19,11
AT5G23380,46,7
AT5G23390,617,112
AT5G23395,444,232
AT5G23400,861,230
AT5G23405,321,215
AT5G23410,156,41
AT5G23411,8,0
AT5G23413,0,0
AT5G23420,1660,860
AT5G23430,1049,180
AT5G23440,243,99
AT5G23450,1242,521
AT5G23460,71,29
AT5G23470,0,0
AT5G23480,2,0
AT5G23490,147,29
AT5G23510,49,0
AT5G23520,317,108
AT5G23530,780,488
AT5G23535,1448,826
AT5G23540,3811,2712
AT5G23550,399,173
AT5G23570,909,261
AT5G23575,1718,916
AT5G23580,969,347
AT5G23590,504,378
AT5G23600,26,0
AT5G23610,548,53
AT5G23630,1532,466
AT5G23640,0,0
AT5G23650,0,0
AT5G23660,4,3
AT5G23665,0,0
AT5G23670,934,445
AT5G23680,407,141
AT5G23690,353,120
AT5G23700,2,1
AT5G23710,284,70
AT5G23720,326,107
AT5G23730,29,22
AT5G23740,7694,13968
AT5G23750,3,2
AT5G23760,123,49
AT5G23770,46,0
AT5G23780,104,108
AT5G23790,0,0
AT5G23800,98,13
AT5G23810,121,35
AT5G23820,1184,820
AT5G23830,11,7
AT5G23840,5,3
AT5G23850,141,20
AT5G23860,1077,604
AT5G23870,101,61
AT5G23880,1037,303
AT5G23890,1566,252
AT5G23900,3541,2554
AT5G23903,0,0
AT5G23908,0,0
AT5G23910,888,258
AT5G23920,198,63
AT5G23930,97,40
AT5G23940,5016,2457
AT5G23950,1,0
AT5G23955,67,6
AT5G23960,1,0
AT5G23970,4,0
AT5G23980,0,0
AT5G23989,0,0
AT5G23990,0,0
AT5G24000,21,10
AT5G24010,343,115
AT5G24020,667,651
AT5G24030,17,10
AT5G24040,0,0
AT5G24050,0,0
AT5G24060,350,109
AT5G24065,2,18
AT5G24070,0,0
AT5G24080,0,0
AT5G24090,0,0
AT5G24100,0,0
AT5G24105,25,74
AT5G24110,1,0
AT5G24120,38,1
AT5G24130,0,0
AT5G24140,0,0
AT5G24150,1,2
AT5G24155,0,0
AT5G24160,28,3
AT5G24165,558,585
AT5G24170,78,38
AT5G24180,0,0
AT5G24190,0,0
AT5G24200,8,0
AT5G24205,8,0
AT5G24206,43,2
AT5G24210,0,0
AT5G24220,0,0
AT5G24230,11,0
AT5G24240,5,0
AT5G24250,0,0
AT5G24260,539,160
AT5G24270,11,0
AT5G24280,332,32
AT5G24290,45,6
AT5G24300,992,261
AT5G24310,184,83
AT5G24313,0,0
AT5G24314,330,288
AT5G24316,2,0
AT5G24318,12,0
AT5G24320,239,134
AT5G24330,143,21
AT5G24340,166,6
AT5G24350,887,222
AT5G24352,14,0
AT5G24355,0,0
AT5G24360,479,73
AT5G24370,0,0
AT5G24380,129,81
AT5G24390,179,46
AT5G24400,1334,642
AT5G24410,1,0
AT5G24420,73,9
AT5G24430,229,111
AT5G24440,0,0
AT5G24450,384,50
AT5G24460,104,48
AT5G24470,634,124
AT5G24480,0,0
AT5G24490,1526,405
AT5G24500,292,178
AT5G24510,4,0
AT5G24520,838,614
AT5G24530,8,0
AT5G24540,0,0
AT5G24550,0,0
AT5G24557,0,0
AT5G24560,0,0
AT5G24570,12,41
AT5G24580,296,140
AT5G24590,992,462
AT5G24593,0,0
AT5G24600,5,0
AT5G24610,2221,2488
AT5G24620,243,59
AT5G24630,119,26
AT5G24640,0,0
AT5G24650,1639,1105
AT5G24655,2,0
AT5G24660,6,12
AT5G24670,208,77
AT5G24680,132,72
AT5G24690,2091,1152
AT5G24710,1800,556
AT5G24735,146,114
AT5G24740,649,215
AT5G24750,105,50
AT5G24760,213,109
AT5G24770,166,146
AT5G24775,0,0
AT5G24780,240,155
AT5G24790,0,0
AT5G24800,282,139
AT5G24810,554,241
AT5G24820,0,0
AT5G24825,0,0
AT5G24830,222,37
AT5G24840,495,602
AT5G24850,178,229
AT5G24860,152,105
AT5G24870,75,46
AT5G24879,0,0
AT5G24880,0,0
AT5G24890,480,195
AT5G24900,32,8
AT5G24910,4,0
AT5G24915,0,11
AT5G24920,10,0
AT5G24930,2043,958
AT5G24940,0,0
AT5G24950,0,0
AT5G24960,0,0
AT5G24970,366,155
AT5G24980,161,366
AT5G24990,102,10
AT5G25000,0,0
AT5G25010,88,71
AT5G25020,12,0
AT5G25030,0,0
AT5G25040,45,28
AT5G25045,0,0
AT5G25050,230,148
AT5G25060,1182,252
AT5G25070,540,152
AT5G25080,442,357
AT5G25090,2158,1848
AT5G25100,3423,1153
AT5G25102,0,0
AT5G25110,5,0
AT5G25120,46,13
AT5G25130,194,35
AT5G25140,103,17
AT5G25150,557,240
AT5G25160,277,114
AT5G25170,295,170
AT5G25180,6,0
AT5G25190,111,69
AT5G25200,0,0
AT5G25205,0,0
AT5G25210,119,94
AT5G25220,320,162
AT5G25230,313,174
AT5G25240,31,5
AT5G25250,0,0
AT5G25260,0,0
AT5G25265,1655,887
AT5G25270,561,113
AT5G25280,890,503
AT5G25290,0,0
AT5G25300,0,0
AT5G25305,0,0
AT5G25310,9,0
AT5G25320,3,0
AT5G25330,0,0
AT5G25340,100,108
AT5G25350,1352,916
AT5G25360,346,138
AT5G25370,14,0
AT5G25380,17,2
AT5G25390,0,0
AT5G25400,1,0
AT5G25410,0,0
AT5G25415,0,0
AT5G25420,0,0
AT5G25422,0,0
AT5G25425,0,0
AT5G25430,0,0
AT5G25440,25,3
AT5G25450,0,2
AT5G25451,0,0
AT5G25460,478,280
AT5G25470,2,0
AT5G25475,816,687
AT5G25480,255,161
AT5G25490,39,53
AT5G25500,146,152
AT5G25510,1564,1234
AT5G25520,491,115
AT5G25530,0,0
AT5G25540,554,255
AT5G25550,0,0
AT5G25560,421,201
AT5G25570,282,172
AT5G25580,355,116
AT5G25585,0,0
AT5G25590,2058,459
AT5G25600,0,0
AT5G25610,827,436
AT5G25615,0,0
AT5G25620,10,0
AT5G25625,0,0
AT5G25630,362,148
AT5G25640,0,0
AT5G25750,0,0
AT5G25752,251,115
AT5G25754,2753,1456
AT5G25757,2709,1464
AT5G25760,505,319
AT5G25770,57,53
AT5G25780,1474,621
AT5G25790,16,1
AT5G25800,221,30
AT5G25810,47,16
AT5G25820,35,0
AT5G25830,0,0
AT5G25840,0,0
AT5G25850,0,0
AT5G25860,0,0
AT5G25870,0,0
AT5G25880,36,36
AT5G25890,60,9
AT5G25900,883,346
AT5G25910,6,0
AT5G25920,0,0
AT5G25930,28,75
AT5G25940,332,94
AT5G25950,0,0
AT5G25955,0,0
AT5G25960,13,0
AT5G25970,618,466
AT5G25980,546,57
AT5G25990,0,0
AT5G26000,544,143
AT5G26010,2,1
AT5G26015,0,0
AT5G26020,0,0
AT5G26030,864,447
AT5G26038,0,0
AT5G26040,112,50
AT5G26050,0,0
AT5G26060,1,0
AT5G26070,0,0
AT5G26080,0,0
AT5G26090,0,0
AT5G26100,0,0
AT5G26110,363,281
AT5G26114,0,0
AT5G26120,0,0
AT5G26130,0,0
AT5G26140,0,0
AT5G26146,0,0
AT5G26147,0,0
AT5G26150,1,0
AT5G26160,397,151
AT5G26170,19,0
AT5G26180,609,98
AT5G26190,0,0
AT5G26200,21,0
AT5G26210,2419,1790
AT5G26220,9,0
AT5G26230,64,8
AT5G26233,0,0
AT5G26236,0,1
AT5G26240,321,181
AT5G26250,0,0
AT5G26260,0,0
AT5G26262,0,0
AT5G26270,4,1
AT5G26280,21,5
AT5G26283,0,0
AT5G26286,0,0
AT5G26290,2,0
AT5G26300,0,0
AT5G26310,0,0
AT5G26320,0,0
AT5G26330,81,76
AT5G26340,167,7
AT5G26345,0,0
AT5G26350,0,0
AT5G26360,7093,2808
AT5G26570,1816,429
AT5G26580,0,0
AT5G26582,5,12
AT5G26590,0,0
AT5G26594,0,0
AT5G26600,1039,724
AT5G26610,210,142
AT5G26617,0,0
AT5G26618,0,0
AT5G26620,12,8
AT5G26622,82,18
AT5G26630,71,45
AT5G26640,0,0
AT5G26642,0,0
AT5G26650,0,0
AT5G26660,0,0
AT5G26667,1799,1512
AT5G26670,410,232
AT5G26673,0,0
AT5G26680,842,399
AT5G26690,20,0
AT5G26692,0,0
AT5G26700,42,21
AT5G26710,3745,1614
AT5G26717,0,0
AT5G26720,34,18
AT5G26730,3,4
AT5G26731,190,469
AT5G26740,472,243
AT5G26742,4347,1553
AT5G26749,106,37
AT5G26751,1997,883
AT5G26760,707,182
AT5G26770,112,9
AT5G26775,0,0
AT5G26780,1758,614
AT5G26790,59,118
AT5G26800,727,918
AT5G26805,0,0
AT5G26810,0,0
AT5G26820,191,176
AT5G26830,3046,757
AT5G26840,0,0
AT5G26848,0,0
AT5G26850,5618,1552
AT5G26860,1322,393
AT5G26880,791,802
AT5G26890,0,8
AT5G26900,2,0
AT5G26910,585,44
AT5G26912,0,0
AT5G26920,0,33
AT5G26930,0,0
AT5G26940,544,535
AT5G26950,1,0
AT5G26960,212,160
AT5G26970,0,0
AT5G26980,150,55
AT5G26990,179,200
AT5G27000,170,52
AT5G27010,0,0
AT5G27020,12,0
AT5G27030,726,132
AT5G27035,0,0
AT5G27037,0,0
AT5G27043,0,0
AT5G27050,0,0
AT5G27060,17,0
AT5G27070,5,2
AT5G27080,0,0
AT5G27090,0,0
AT5G27095,0,0
AT5G27100,44,0
AT5G27110,141,34
AT5G27120,3090,844
AT5G27130,0,0
AT5G27140,19,3
AT5G27150,661,595
AT5G27160,0,0
AT5G27170,0,0
AT5G27180,0,0
AT5G27190,0,0
AT5G27200,0,0
AT5G27210,125,135
AT5G27220,26,0
AT5G27230,67,8
AT5G27238,0,0
AT5G27240,295,111
AT5G27247,0,0
AT5G27250,0,0
AT5G27260,0,0
AT5G27270,229,114
AT5G27280,107,33
AT5G27290,31,2
AT5G27300,111,121
AT5G27310,0,0
AT5G27320,197,151
AT5G27330,3068,881
AT5G27340,0,0
AT5G27345,0,0
AT5G27350,12,52
AT5G27360,16,2
AT5G27370,3,0
AT5G27380,1806,1064
AT5G27390,184,159
AT5G27395,681,365
AT5G27400,6,0
AT5G27410,87,49
AT5G27420,13,30
AT5G27430,1120,794
AT5G27440,75,82
AT5G27450,318,113
AT5G27460,159,15
AT5G27470,2717,1471
AT5G27480,0,0
AT5G27490,187,70
AT5G27495,0,0
AT5G27500,0,0
AT5G27505,0,0
AT5G27510,0,0
AT5G27520,264,122
AT5G27530,0,0
AT5G27540,1909,546
AT5G27550,584,334
AT5G27560,245,195
AT5G27570,2,0
AT5G27580,0,0
AT5G27590,0,0
AT5G27600,376,108
AT5G27603,0,0
AT5G27606,0,0
AT5G27610,106,61
AT5G27620,298,55
AT5G27630,80,10
AT5G27640,3738,1291
AT5G27650,807,223
AT5G27660,431,922
AT5G27670,3085,2979
AT5G27680,387,101
AT5G27690,64,1
AT5G27700,6844,8445
AT5G27705,0,0
AT5G27710,376,207
AT5G27715,0,0
AT5G27720,1755,1212
AT5G27730,144,28
AT5G27740,1132,701
AT5G27750,187,86
AT5G27760,636,1297
AT5G27770,8311,16967
AT5G27771,0,0
AT5G27780,0,0
AT5G27790,0,0
AT5G27800,0,0
AT5G27807,0,0
AT5G27810,14,0
AT5G27820,593,479
AT5G27830,313,237
AT5G27840,510,214
AT5G27845,0,0
AT5G27850,22068,38326
AT5G27860,254,102
AT5G27870,0,0
AT5G27880,0,0
AT5G27882,0,0
AT5G27885,0,0
AT5G27889,5,0
AT5G27890,19,1
AT5G27895,11,8
AT5G27900,0,0
AT5G27902,0,0
AT5G27905,0,0
AT5G27910,30,18
AT5G27920,176,115
AT5G27925,0,0
AT5G27927,0,0
AT5G27930,981,456
AT5G27940,16,0
AT5G27944,0,2
AT5G27945,0,0
AT5G27947,0,0
AT5G27950,336,133
AT5G27960,0,0
AT5G27965,0,0
AT5G27967,0,0
AT5G27970,825,261
AT5G27980,0,0
AT5G27990,723,280
AT5G28000,0,0
AT5G28010,11,29
AT5G28020,9,2
AT5G28030,1,0
AT5G28040,389,119
AT5G28050,695,390
AT5G28052,0,0
AT5G28053,0,0
AT5G28056,0,0
AT5G28060,12111,17759
AT5G28065,0,0
AT5G28067,0,0
AT5G28070,0,0
AT5G28073,0,0
AT5G28076,0,0
AT5G28080,0,0
AT5G28085,0,0
AT5G28090,0,0
AT5G28100,0,0
AT5G28110,0,0
AT5G28120,0,0
AT5G28130,0,0
AT5G28140,0,0
AT5G28141,0,0
AT5G28143,0,0
AT5G28145,10,0
AT5G28150,634,475
AT5G28160,0,0
AT5G28165,0,0
AT5G28170,0,0
AT5G28173,0,0
AT5G28176,4,0
AT5G28180,0,0
AT5G28190,0,0
AT5G28200,0,0
AT5G28210,0,0
AT5G28220,169,57
AT5G28225,0,0
AT5G28230,3,0
AT5G28232,0,0
AT5G28235,0,0
AT5G28237,0,0
AT5G28240,0,0
AT5G28250,0,0
AT5G28253,0,0
AT5G28260,0,0
AT5G28262,6,1
AT5G28263,5,0
AT5G28266,0,0
AT5G28270,0,0
AT5G28280,9,0
AT5G28285,0,0
AT5G28287,0,0
AT5G28288,0,0
AT5G28290,627,85
AT5G28295,0,0
AT5G28300,15,1
AT5G28310,2,0
AT5G28320,125,18
AT5G28330,26,4
AT5G28335,0,0
AT5G28340,2,1
AT5G28350,453,218
AT5G28360,4,1
AT5G28370,591,167
AT5G28380,0,0
AT5G28390,25,3
AT5G28400,131,24
AT5G28405,0,0
AT5G28410,0,0
AT5G28415,4,0
AT5G28420,1,0
AT5G28430,4,15
AT5G28440,0,0
AT5G28442,103,35
AT5G28450,255,238
AT5G28460,570,163
AT5G28463,0,0
AT5G28464,0,0
AT5G28465,0,0
AT5G28466,0,0
AT5G28468,0,0
AT5G28469,0,0
AT5G28470,2,0
AT5G28480,0,0
AT5G28482,0,0
AT5G28484,0,0
AT5G28487,0,0
AT5G28490,1023,490
AT5G28491,15,4
AT5G28495,0,0
AT5G28497,0,0
AT5G28500,793,465
AT5G28510,0,0
AT5G28515,0,0
AT5G28520,0,0
AT5G28523,0,0
AT5G28524,0,0
AT5G28525,0,0
AT5G28526,0,2
AT5G28527,0,0
AT5G28530,239,44
AT5G28535,0,0
AT5G28540,9625,3265
AT5G28545,0,0
AT5G28550,0,0
AT5G28560,0,0
AT5G28570,0,0
AT5G28580,0,0
AT5G28590,0,0
AT5G28593,0,0
AT5G28596,0,0
AT5G28600,0,0
AT5G28605,0,0
AT5G28610,13,0
AT5G28615,0,0
AT5G28620,0,0
AT5G28622,17,3
AT5G28623,0,0
AT5G28624,0,0
AT5G28625,0,0
AT5G28626,123,45
AT5G28627,0,0
AT5G28630,1,0
AT5G28635,0,0
AT5G28637,0,0
AT5G28640,4822,3918
AT5G28641,0,0
AT5G28642,0,0
AT5G28643,0,0
AT5G28644,0,0
AT5G28646,14,0
AT5G28650,50,42
AT5G28655,0,0
AT5G28660,0,0
AT5G28662,0,0
AT5G28664,0,0
AT5G28667,0,0
AT5G28670,0,0
AT5G28671,0,0
AT5G28672,0,0
AT5G28673,16,3
AT5G28675,0,0
AT5G28680,0,0
AT5G28690,0,0
AT5G28692,0,0
AT5G28696,0,0
AT5G28698,0,0
AT5G28700,0,0
AT5G28710,0,0
AT5G28712,0,0
AT5G28715,0,1
AT5G28720,0,0
AT5G28730,0,0
AT5G28740,1839,742
AT5G28750,593,526
AT5G28760,0,0
AT5G28765,0,0
AT5G28770,428,54
AT5G28773,0,0
AT5G28776,0,0
AT5G28780,0,0
AT5G28781,0,0
AT5G28785,0,0
AT5G28790,0,0
AT5G28800,0,0
AT5G28810,0,0
AT5G28820,0,0
AT5G28821,0,0
AT5G28823,0,0
AT5G28824,0,0
AT5G28826,0,0
AT5G28830,180,27
AT5G28840,2924,1715
AT5G28845,0,0
AT5G28850,846,285
AT5G28860,0,0
AT5G28865,0,0
AT5G28870,0,0
AT5G28880,0,0
AT5G28885,0,0
AT5G28886,0,0
AT5G28888,0,0
AT5G28890,0,0
AT5G28892,0,0
AT5G28894,0,0
AT5G28897,0,0
AT5G28900,893,338
AT5G28910,15,1
AT5G28913,392,314
AT5G28916,0,0
AT5G28917,0,0
AT5G28919,942,259
AT5G28920,479,124
AT5G28923,0,0
AT5G28926,0,0
AT5G28927,0,0
AT5G28928,0,0
AT5G28929,0,0
AT5G28930,0,0
AT5G28931,0,0
AT5G28935,0,0
AT5G28937,0,0
AT5G28940,0,0
AT5G28950,0,0
AT5G28960,0,0
AT5G28970,0,0
AT5G28980,0,0
AT5G28990,0,0
AT5G28993,0,0
AT5G28996,33,12
AT5G29000,189,38
AT5G29015,0,0
AT5G29020,0,0
AT5G29022,0,0
AT5G29024,0,0
AT5G29026,0,0
AT5G29028,0,0
AT5G29029,0,0
AT5G29030,0,0
AT5G29031,0,0
AT5G29032,0,0
AT5G29033,0,0
AT5G29034,0,0
AT5G29035,0,0
AT5G29036,0,0
AT5G29037,0,0
AT5G29040,0,0
AT5G29041,0,0
AT5G29043,0,0
AT5G29044,0,0
AT5G29046,0,0
AT5G29050,0,0
AT5G29053,0,0
AT5G29054,0,0
AT5G29056,2,1
AT5G29058,0,0
AT5G29060,0,0
AT5G29070,0,0
AT5G29075,8,0
AT5G29090,0,0
AT5G29100,0,0
AT5G29210,0,0
AT5G29231,0,0
AT5G29295,0,0
AT5G29337,0,0
AT5G29380,0,0
AT5G29408,0,0
AT5G29436,0,0
AT5G29465,0,0
AT5G29550,0,0
AT5G29560,0,0
AT5G29562,0,0
AT5G29565,0,0
AT5G29568,0,0
AT5G29571,0,0
AT5G29574,0,0
AT5G29577,0,0
AT5G29580,0,0
AT5G29591,0,0
AT5G29602,0,0
AT5G29613,0,0
AT5G29624,0,0
AT5G29629,0,0
AT5G29635,0,0
AT5G29646,0,0
AT5G29708,0,0
AT5G29720,0,0
AT5G29762,0,0
AT5G29805,0,0
AT5G29807,0,0
AT5G29890,0,0
AT5G29975,0,0
AT5G30060,0,0
AT5G30102,0,0
AT5G30123,0,0
AT5G30189,0,0
AT5G30207,0,0
AT5G30218,0,0
AT5G30247,0,0
AT5G30269,0,0
AT5G30276,0,0
AT5G30341,0,0
AT5G30380,0,0
AT5G30390,0,0
AT5G30400,0,0
AT5G30406,0,0
AT5G30410,0,0
AT5G30420,0,0
AT5G30428,0,0
AT5G30440,0,0
AT5G30450,0,0
AT5G30460,0,0
AT5G30470,0,0
AT5G30480,0,0
AT5G30490,474,131
AT5G30495,347,206
AT5G30500,0,0
AT5G30510,2728,1482
AT5G30520,0,0
AT5G30532,0,0
AT5G30545,0,0
AT5G30584,0,0
AT5G30628,0,0
AT5G30648,0,0
AT5G30673,0,0
AT5G30721,0,0
AT5G30762,0,0
AT5G30852,0,0
AT5G30870,0,0
AT5G30942,0,0
AT5G31032,0,0
AT5G31087,0,1
AT5G31092,0,0
AT5G31122,0,0
AT5G31212,0,0
AT5G31302,0,0
AT5G31314,0,0
AT5G31355,0,0
AT5G31412,0,0
AT5G31496,0,0
AT5G31511,0,0
AT5G31536,0,0
AT5G31572,0,0
AT5G31637,0,0
AT5G31651,0,0
AT5G31662,0,0
AT5G31668,0,0
AT5G31685,0,0
AT5G31702,7,43
AT5G31719,0,0
AT5G31736,0,0
AT5G31752,0,0
AT5G31753,0,0
AT5G31758,0,0
AT5G31770,0,22
AT5G31778,0,0
AT5G31787,0,0
AT5G31804,1,0
AT5G31807,0,0
AT5G31821,0,0
AT5G31838,0,0
AT5G31842,1,1
AT5G31845,0,0
AT5G31855,0,0
AT5G31873,0,0
AT5G31884,0,0
AT5G31891,0,0
AT5G31905,0,0
